時間,開盤價,最高價,最低價,收盤價,UB2.00,BBandMA16,LB2.00,外資持股,買賣超,投信持股,買賣超,成交量,MA5,MA10,主力持股,買賣超,,
2015-9-23,39.6,39.8,39,39.1,40.33,39.13,37.93,1534,5,1,0,98,112,103,-1202,1,,0
2015-9-24,39.2,39.2,38.6,38.7,40.3,39.16,38.01,1528,-6,1,0,84,101,108,-1213,-11,,0
2015-9-25,38.55,38.55,37.2,38,40.38,39.11,37.84,1542,-2,1,0,105,90,104,-1245,-32,,0
2015-9-30,37.5,38,37.25,37.4,40.49,39.07,37.64,1546,4,1,0,72,88,103,-1260,-15,,0
2015-10-1,37.3,38.4,37.3,38.2,40.5,39.02,37.53,1548,2,1,0,33,78,96,-1260,0,,0
2015-10-2,38.2,39,38,38.4,40.5,39.03,37.56,1514,-46,1,0,98,78,95,-1271,-11,,1
2015-10-5,38.4,39.2,38,39.1,40.51,39.05,37.6,1519,5,8,7,64,74,88,-1277,-6,,1
2015-10-6,39.5,39.5,38.9,38.9,40.51,39.05,37.59,1519,0,8,0,52,64,77,-1284,-7,,1
2015-10-7,39,39.55,39,39.5,40.41,39.02,37.62,1518,-1,8,0,86,67,77,-1291,-7,,1
2015-10-8,39.6,39.8,39.1,39.1,40.34,38.98,37.62,1519,1,8,0,114,83,81,-1293,-2,,1
2015-10-12,39.2,39.5,39.15,39.3,40.27,38.95,37.64,1525,6,8,0,62,76,77,-1300,-7,,1
2015-10-13,39.35,39.35,38.6,39,40.25,38.94,37.63,1513,-12,8,0,94,82,78,-1329,-29,,1
2015-10-14,39,39.25,38.95,39.05,40.15,38.9,37.65,1516,5,8,0,78,87,75,-1339,-10,,1
2015-10-15,39.5,39.5,38.8,39.3,39.99,38.86,37.72,1520,4,8,0,106,91,79,-1364,-25,,1
2015-10-16,39.3,39.8,38.2,39.8,40.13,38.9,37.68,1577,47,8,0,229,114,98,-1409,-45,,1
2015-10-19,39.85,42.7,39.85,41.2,40.63,39,37.38,1544,-43,8,0,529,207,141,-1631,-222,,1
2015-10-20,42,42,39.7,40.1,40.78,39.07,37.35,1441,-101,8,0,334,255,168,-1802,-171,,1
2015-10-21,40.65,40.75,38.4,39.05,40.79,39.09,37.39,1361,-76,8,0,422,324,205,-1971,-169,,1
2015-10-22,39.15,39.4,38.65,39.25,40.77,39.17,37.56,1321,-36,8,0,123,327,209,-1981,-10,,1
2015-10-23,39.8,39.8,38.7,38.9,40.6,39.26,37.92,1282,-39,8,0,106,303,208,-2005,-24,,1
2015-10-26,39.35,39.35,38.9,39.25,40.55,39.33,38.1,1256,-26,8,0,99,217,212,-2023,-18,,1
2015-10-27,39.25,39.45,38.3,39.15,40.5,39.37,38.24,1257,1,8,0,168,184,219,-2029,-6,,1
2015-10-28,39,39.75,39,39.45,40.51,39.39,38.27,1244,-13,8,0,73,114,219,-2024,5,,1
2015-10-29,40,43.35,39.8,43.35,41.86,39.67,37.48,1148,-96,8,0,1114,312,320,-1922,102,,1
2015-10-30,44.15,47.65,43.75,47.65,44.62,40.18,35.75,1142,-6,8,0,1698,630,467,-2058,-136,,1
2015-11-2,49.8,52,49.2,50.2,47.4,40.88,34.35,1115,-27,8,0,1398,890,554,-2130,-72,,1
2015-11-3,49.1,50.2,48.5,49.3,49.12,41.5,33.88,1075,-40,8,0,678,992,588,-2086,44,,1
2015-11-4,50,54.2,50,54.2,52.11,42.45,32.79,1068,-7,8,0,1766,1331,722,-2005,81,,1
2015-11-5,55.9,58.5,55,55,54.66,43.45,32.23,1078,10,8,0,2004,1509,910,-2225,-220,,0
2015-11-6,55.2,56.5,52.8,53.2,56.24,44.32,32.39,1072,-6,8,0,826,1334,982,-2274,-49,,0
2015-11-9,53.3,55.5,50.5,51.7,57.25,45.06,32.87,1050,-22,8,0,563,1167,1029,-2297,-23,,0
2015-11-10,50.6,52.3,50.5,52.3,58.24,45.75,33.26,1105,55,8,0,461,1124,1058,-2283,14,,0
2015-11-11,53.7,53.7,49.1,49.65,58.61,46.35,34.09,1079,-40,8,0,537,878,1105,-2293,-10,,0
2015-11-12,50,50.9,48,48.5,58.64,46.94,35.24,1090,11,8,0,448,567,1038,-2279,14,,0
2015-11-13,48,49.6,46.3,49,58.58,47.55,36.52,1122,5,8,0,250,452,893,-2263,16,,0
2015-11-16,47,48,47,47.5,58.17,48.09,38,1096,-26,8,0,269,393,780,-2331,-68,,0
2015-11-17,48,50.8,47.85,50.8,57.86,48.81,39.75,1095,-1,8,0,376,376,750,-2307,24,,0
2015-11-18,51.5,52.6,48.8,48.8,56.98,49.41,41.85,1059,-40,8,0,465,362,620,-2358,-51,,0
2015-11-19,49.3,49.9,48.4,48.9,55.58,50,44.43,1054,-5,8,0,189,310,438,-2364,-6,,0
2015-11-20,49,50.8,47.9,47.9,54.85,50.29,45.73,1045,-19,8,0,354,331,391,-2431,-67,,0
2015-11-23,48.5,49,47.5,47.5,54.86,50.28,45.7,1051,-1,8,0,104,298,345,-2443,-12,,0
2015-11-24,48.2,48.2,45,45.15,55.17,49.96,44.75,1042,-9,8,0,333,289,333,-2504,-61,,0
2015-11-25,44.1,45.8,43.8,44.15,55.56,49.64,43.72,1023,-19,8,0,178,232,297,-2523,-19,,0
2015-11-26,44.1,44.95,44.1,44.3,54.98,49.02,43.07,1012,-10,8,0,113,216,263,-2541,-18,,0
2015-11-27,45,45,43.6,43.7,53.94,48.32,42.69,994,-18,8,0,123,170,250,-2547,-6,,0
2015-11-30,43.6,43.6,40.2,42.35,53.36,47.64,41.92,812,-182,8,0,619,273,285,-2736,-189,,0
2015-12-1,42.3,43.9,41.85,42.7,52.86,47.08,41.29,811,-1,8,0,265,260,274,-2758,-22,,0
2015-12-2,43.2,44.2,43,43,51.92,46.49,41.07,809,5,8,0,150,254,243,-2774,-16,,0
2015-12-3,42.3,43,42.3,42.4,51.54,46.04,40.54,793,0,8,0,115,254,235,-2791,-17,,0
2015-12-4,42.4,42.4,40.8,41.6,51.35,45.61,39.87,776,-17,8,0,135,257,214,-2834,-43,,0
2015-12-7,42,42.45,41.85,42.2,50.86,45.18,39.5,783,7,8,0,137,160,217,-2850,-16,,0
2015-12-8,42.9,42.9,40.9,41.05,50.66,44.78,38.9,733,-50,8,0,206,149,204,-2899,-49,,0
2015-12-9,40.6,40.8,39,39.6,49.58,44.08,38.58,706,-27,8,0,203,159,207,-2965,-66,,0
2015-12-10,39.45,39.6,39,39.4,48.86,43.49,38.13,685,-21,8,0,118,160,207,-3000,-35,,0
2015-12-11,39.8,40.6,39.4,39.4,47.82,42.9,37.98,670,-15,8,0,144,162,209,-3001,-1,,0
2015-12-14,39,39.2,38.75,39.2,46.85,42.36,37.86,662,-16,8,0,85,151,156,-3010,-9,,0
2015-12-15,39.4,39.4,39,39.2,45.72,41.84,37.96,659,-3,8,0,65,123,136,-3022,-12,,0
2015-12-16,39.35,40.45,39.35,39.9,45.09,41.51,37.93,661,2,8,0,115,105,132,-3038,-16,,0
2015-12-17,40,41.5,39.95,41,44.62,41.31,38,664,3,8,0,168,115,138,-3071,-33,,0
2015-12-18,41,41,40.35,40.5,44.02,41.08,38.13,658,-6,8,0,103,107,134,-3086,-15,,0
2015-12-21,40.5,40.5,39.8,40.2,43.49,40.86,38.22,661,3,8,0,56,101,126,-3091,-5,,0
2015-12-22,40.8,40.8,40,40,43.26,40.71,38.16,662,1,7,-1,100,108,116,-3118,-27,,0
2015-12-23,40.4,40.6,40.05,40.15,42.89,40.55,38.21,666,4,7,0,96,105,105,-3118,0,,0
2015-12-24,40.4,40.45,39.55,39.85,42.34,40.35,38.37,665,-1,7,0,65,84,100,-3119,-1,,0
2015-12-25,40,40.4,39.9,40.1,41.89,40.21,38.53,668,3,7,0,48,73,90,-3116,3,,0
2015-12-28,40.1,40.3,39.6,39.9,41.63,40.1,38.58,669,1,7,0,64,75,88,-3126,-10,,0
2015-12-29,39.9,40,39.7,39.8,41.03,39.95,38.88,673,4,7,0,51,65,87,-3129,-3,,0
2015-12-30,40.2,40.2,39.75,39.75,40.79,39.87,38.95,675,2,7,0,61,58,81,-3125,4,,0
2015-12-31,39.75,39.85,39.4,39.8,40.79,39.88,38.98,704,-1,7,0,44,54,69,-3134,-9,,0
2016-1-4,39.8,39.8,39.25,39.3,40.8,39.88,38.96,703,-1,7,0,29,50,61,-3132,2,,0
2016-1-5,39.3,40.55,39.2,39.7,40.79,39.9,39,699,-4,7,0,98,57,66,-3120,12,,0
2016-1-6,39.9,39.9,39.1,39.1,40.81,39.89,38.98,699,0,7,0,71,61,63,-3127,-7,,0
2016-1-7,39.1,39.2,37,37.5,41.23,39.78,38.34,701,2,7,0,187,86,72,-3127,0,,0
2016-1-8,37.4,38.8,36.8,38.5,41.27,39.7,38.12,721,20,7,0,80,93,73,-3123,4,,0
2016-1-11,37.6,37.95,37.5,37.85,41.16,39.5,37.84,719,-2,7,0,55,98,74,-3126,-3,,0
2016-1-12,37.85,37.9,37,37.1,41.23,39.29,37.35,719,0,7,0,67,92,74,-3134,-8,,0
2016-1-13,36.9,37.9,36.9,37.3,41.21,39.11,37.01,723,4,7,0,28,83,72,-3129,5,,0
2016-1-14,36.7,36.7,36.1,36.5,41.28,38.89,36.5,723,0,7,0,71,60,73,-3129,0,,0
2016-1-15,37,37.2,36,36.1,41.28,38.63,35.99,708,-15,7,0,69,58,76,-3139,-10,,0
2016-1-18,36.1,38.8,36,37.8,41.1,38.51,35.91,696,-12,7,0,99,67,83,-3130,9,,0
2016-1-19,37.95,39,37.95,38.3,40.86,38.39,35.93,697,1,7,0,105,74,83,-3127,3,,0
2016-1-20,38.35,39.05,37.6,37.6,40.61,38.25,35.89,699,2,7,0,64,82,83,-3115,12,,1
2016-1-21,38.05,38.05,37.3,37.3,40.35,38.09,35.83,700,1,7,0,36,75,67,-3115,0,,1
2016-1-22,37.7,38.1,37.6,37.6,40.06,37.96,35.86,702,2,7,0,32,67,63,-3114,1,,1
2016-1-25,38.7,38.7,38.25,38.25,39.74,37.86,35.98,704,2,7,0,13,50,58,-3114,0,,1
2016-1-26,38.35,38.35,37.6,38.2,39.54,37.79,36.05,705,1,7,0,13,32,53,-3114,0,,1
2016-1-27,38.2,38.6,38,38,39.13,37.69,36.24,705,0,7,0,21,23,52,-3114,0,,1
2016-1-28,37.75,38.35,37.65,38.2,38.91,37.63,36.35,713,8,7,0,44,25,50,-3119,-5,,1
2016-1-29,38.5,39.05,38.4,39,39.17,37.73,36.28,702,9,7,0,82,35,51,-3117,2,,1
2016-1-30,39.55,39.95,39.2,39.5,39.43,37.79,36.15,692,0,7,0,64,45,47,-3113,4,,1
2016-2-1,39.5,39.5,38.95,39.4,39.7,37.88,36.07,689,-3,7,0,69,56,44,-3114,-1,,1
2016-2-2,39.4,39.5,39.05,39.5,39.96,38.03,36.11,694,5,7,0,24,57,40,-3114,0,,1
2016-2-3,39.1,39.3,39,39.2,40.12,38.15,36.19,681,9,7,0,31,54,39,-3110,4,,1
2016-2-15,38.8,39.75,38.8,39.75,40.27,38.36,36.44,683,2,7,0,42,46,40,-3103,7,,1
2016-2-16,39.9,40.95,39.6,40.75,40.51,38.65,36.78,676,4,7,0,57,45,45,-3107,-4,,1
2016-2-17,40.6,42.5,40.6,42.1,41.36,38.92,36.47,715,39,7,0,231,77,67,-3070,37,,1
2016-2-18,43,43.6,42.6,42.9,42.29,39.2,36.12,716,1,7,0,203,113,85,-3025,45,,1
2016-2-19,42.8,43.6,42.75,43.05,43.03,39.54,36.06,721,5,7,0,110,129,91,-3009,16,,0
2016-2-22,43,43.8,42.1,42.7,43.47,39.88,36.29,709,0,7,0,100,140,93,-3000,9,,1
2016-2-23,43,43,41.6,41.8,43.64,40.14,36.64,709,3,7,0,107,150,97,-3020,-20,,1
2016-2-24,41.9,42.2,41.25,41.25,43.72,40.33,36.94,729,20,7,0,65,117,97,-3019,1,,1
2016-2-25,41.5,41.6,41,41.05,43.73,40.51,37.29,740,11,7,0,115,99,106,-3050,-31,,1
2016-2-26,41.9,41.9,41,41.3,43.68,40.72,37.75,744,4,7,0,61,90,109,-3051,-1,,1
2016-3-1,41.3,42.4,41.3,42.35,43.73,40.98,38.22,758,14,7,0,83,86,113,-3059,-8,,1
2016-3-2,42.8,42.95,42.4,42.7,43.88,41.21,38.53,762,4,7,0,74,80,115,-3059,0,,1
2016-3-3,42.7,42.9,41.8,41.8,43.89,41.35,38.81,766,4,7,0,89,84,101,-3071,-12,,1
2016-3-4,41.8,42.8,41.8,42.45,43.92,41.54,39.16,765,9,7,0,68,75,87,-3069,2,,1
2016-3-7,42.5,43.2,42.5,42.55,43.9,41.73,39.56,767,2,7,0,70,77,83,-3073,-4,,1
2016-3-8,43,43.9,42.75,43.3,43.85,41.99,40.12,789,22,7,0,185,97,92,-3073,0,,1
2016-3-9,43.8,47.6,43.8,47.5,45.45,42.47,39.49,838,49,7,0,917,266,173,-3036,37,,0
2016-3-10,48.9,48.9,45.6,46.1,46.12,42.81,39.49,783,-41,7,0,656,379,232,-3093,-57,,0
2016-3-11,46.2,46.3,45.2,46,46.68,43.05,39.42,795,12,7,0,204,406,241,-3086,7,,0
2016-3-14,46.1,47.1,46.1,46.2,47.19,43.26,39.32,822,27,7,0,201,433,255,-3069,17,,0
2016-3-15,46.2,46.5,44.25,44.3,47.3,43.33,39.37,805,-17,7,0,241,444,271,-3057,12,,0
2016-3-16,44.3,45.4,44.3,44.85,47.48,43.47,39.46,836,31,7,0,112,283,274,-3044,13,,0
2016-3-17,45,45.65,44.35,44.75,47.61,43.65,39.69,862,26,7,0,79,167,273,-3034,10,,0
2016-3-18,45.55,45.6,44.35,44.55,47.64,43.86,40.08,898,36,7,0,105,148,277,-3038,-4,,0
2016-3-21,45,45,44,44.95,47.62,44.1,40.59,917,19,7,0,114,130,281,-3044,-6,,0
2016-3-22,44.6,45.5,44.6,44.9,47.55,44.33,41.11,930,13,7,0,81,98,271,-3037,7,,0
2016-3-23,44.5,45.35,44.35,44.4,47.51,44.46,41.4,931,1,7,0,48,85,184,-3039,-2,,0
2016-3-24,44.8,44.8,44.3,44.6,47.49,44.58,41.66,955,24,7,0,53,80,124,-3035,4,,0
2016-3-25,44.05,44.75,44.05,44.75,47.3,44.76,42.22,974,19,7,0,61,71,110,-3035,0,,0
2016-3-28,44.75,44.75,43.75,43.75,47.15,44.84,42.53,962,-12,7,0,97,68,99,-3053,-18,,0
2016-3-29,43.75,44.05,42,42.05,47.25,44.81,42.37,966,4,7,0,115,75,87,-3075,-22,,0
2016-3-30,42.55,43,42.45,42.45,47.36,44.76,42.15,982,16,7,0,65,78,82,-3070,5,,1
2016-3-31,42.45,42.95,42.3,42.7,46.82,44.46,42.09,982,0,7,0,39,75,78,-3070,0,,1
2016-4-1,42.7,42.7,42.05,42.5,46.61,44.23,41.85,974,-8,7,0,32,70,71,-3071,-1,,1
2016-4-6,42.3,43.3,42.3,43.3,46.3,44.06,41.83,1015,41,7,0,67,64,66,-3054,17,,1
2016-4-7,43.15,44,43,43.25,45.85,43.88,41.91,1031,16,7,0,60,53,64,-3046,8,,1
2016-4-8,43.4,43.95,42.7,43.35,45.79,43.82,41.85,1057,26,7,0,54,50,64,-3039,7,,1
2016-4-11,42.9,43.35,42.9,43,45.64,43.7,41.77,1056,-1,7,0,29,48,62,-3039,0,,1
2016-4-12,43,43,42.2,42.2,45.52,43.54,41.56,1050,-6,7,0,45,51,60,-3037,2,,1
2016-4-13,42.5,43.25,42.05,43.25,45.38,43.46,41.55,1137,66,7,0,113,60,62,-3023,14,,1
2016-4-14,43.25,44.95,43.25,44.5,45.27,43.43,41.6,1242,105,7,0,166,81,67,-2985,38,,1
2016-4-15,43.85,45.6,43.85,45.1,45.33,43.45,41.57,1276,34,7,0,168,104,77,-2939,46,,1
2016-4-18,45.35,47,45,46.7,46.01,43.59,41.17,1402,126,7,0,253,149,99,-2854,85,,1
2016-4-19,47.6,47.75,46,47,46.64,43.74,40.84,1524,122,7,0,372,214,133,-2792,62,,0
2016-4-20,47,47,45.45,46.05,46.9,43.82,40.74,1617,93,7,0,234,239,149,-2764,28,,0
2016-4-21,46.05,46.15,44.5,45.55,47.12,43.93,40.74,1620,3,7,0,92,224,153,-2763,1,,0
2016-4-22,45.6,45.8,43.7,44.3,47.12,44.08,41.03,1615,-5,7,0,78,206,155,-2771,-8,,0
2016-4-25,43.8,45.5,43.8,45,47.18,44.23,41.29,1628,13,7,0,60,167,158,-2771,0,,0
2016-4-26,45.75,45.75,44.8,44.95,47.23,44.38,41.52,1647,19,7,0,47,102,158,-2766,5,,0
2016-4-27,44.25,45.3,44.25,44.85,47.21,44.52,41.83,1666,19,7,0,53,66,152,-2766,0,,0
2016-4-28,44.8,44.8,44.2,44.3,47.21,44.58,41.96,1654,-12,7,0,47,57,140,-2766,0,,0
2016-4-29,44.3,44.6,44.3,44.35,47.19,44.65,42.12,1661,3,7,0,42,50,128,-2762,4,,0
2016-5-3,44.35,44.6,42.75,44.6,47.18,44.73,42.29,1737,76,7,0,186,75,121,-2756,6,,0
2016-5-4,43.8,45.2,43.8,44.8,47.12,44.84,42.57,1892,155,7,0,216,109,106,-2722,34,,0
2016-5-5,44.8,44.8,44.45,44.6,46.82,44.99,43.16,1857,-5,7,0,47,108,87,-2722,0,,0
2016-5-6,44.6,44.6,43.5,43.6,46.77,45.02,43.26,1860,3,7,0,69,112,85,-2722,0,,0
2016-5-9,43.5,43.5,42.4,42.4,47.04,44.88,42.73,1844,-16,7,0,114,126,88,-2725,-3,,0
2016-5-10,41.75,42.15,41.5,41.8,47.29,44.68,42.06,1860,16,7,0,115,112,94,-2746,-21,,0
2016-5-11,41.8,41.8,41.15,41.35,47.2,44.34,41.49,1853,-7,7,0,80,85,97,-2760,-14,,0
2016-5-12,41.15,41.2,39.4,39.7,47.2,43.89,40.58,1862,9,7,0,105,97,102,-2785,-25,,0
2016-5-13,40.95,40.95,39.6,40.55,47.02,43.54,40.07,1857,-5,7,0,69,97,104,-2791,-6,,0
2016-5-16,40,40.25,39.8,40.2,46.87,43.21,39.55,1867,10,7,0,60,86,106,-2794,-3,,0
2016-5-17,40.2,40.2,39.9,40.2,46.84,42.95,39.06,1865,-2,7,0,41,71,92,-2798,-4,,0
2016-5-18,39.85,40,39.5,39.75,46.65,42.63,38.6,1836,-29,7,0,43,64,74,-2807,-9,,0
2016-5-19,39.5,41,39.5,40.25,46.32,42.33,38.34,1850,14,7,0,28,48,72,-2807,0,,0
2016-5-20,40.3,40.3,39.65,40.25,45.93,42.04,38.16,1846,-4,7,0,31,41,69,-2807,0,,0
2016-5-23,40.2,40.95,40.2,40.3,45.58,41.79,38.01,1852,6,7,0,75,44,65,-2815,-8,,0
2016-5-24,40.3,40.3,40,40.05,45.15,41.53,37.9,1835,-17,7,0,54,46,59,-2818,-3,,0
2016-5-25,40.35,40.8,40.35,40.7,44.56,41.28,38,1843,8,7,0,69,51,58,-2816,2,,1
2016-5-26,41,41.15,40.65,40.7,43.76,41.03,38.29,1836,-7,7,0,69,60,54,-2822,-6,,1
2016-5-27,41,41.25,40.55,40.8,42.8,40.79,38.77,1828,-8,7,0,31,60,50,-2823,-1,,1
2016-5-30,40.7,41.3,40.7,41.05,42.04,40.63,39.22,1825,-3,7,0,52,55,49,-2823,0,,1
2016-5-31,41.05,41.2,41,41.1,41.66,40.55,39.43,1822,-3,7,0,51,54,50,-2824,-1,,1
2016-6-1,41.2,41.6,41.1,41.25,41.5,40.51,39.53,1835,13,7,0,75,56,54,-2827,-3,,1
2016-6-2,41.25,41.3,40.15,40.4,41.34,40.45,39.57,1836,1,7,0,109,64,62,-2838,-11,,1
2016-6-3,40.2,40.55,40.1,40.1,41.3,40.48,39.66,1842,6,7,0,27,63,61,-2839,-1,,1
2016-6-4,40.15,40.15,39.75,40,41.29,40.44,39.6,1842,0,7,0,25,57,56,-2839,0,,1
2016-6-6,40,40.5,40,40.1,41.29,40.44,39.58,1847,5,7,0,24,52,53,-2839,0,,1
2016-6-7,41,43.5,41,42,41.68,40.55,39.42,1843,-4,7,0,191,75,65,-2843,-4,,0
2016-6-8,41.6,42,40.7,41.35,41.76,40.65,39.54,1830,-13,7,0,106,75,69,-2836,7,,0
2016-6-13,41,41.15,40.7,40.7,41.77,40.68,39.58,1833,3,7,0,50,79,71,-2844,-8,,0
2016-6-14,40.55,40.8,40.4,40.8,41.78,40.71,39.64,1837,4,7,0,47,84,71,-2850,-6,,0
2016-6-15,40.6,41.1,40.55,40.8,41.79,40.74,39.69,1843,6,7,0,102,99,76,-2853,-3,,0
2016-6-16,41.5,41.5,40.5,40.65,41.77,40.78,39.79,1827,-16,7,0,61,73,74,-2857,-4,,0
2016-6-17,40.55,41,40.5,40.7,41.77,40.78,39.79,1819,-8,7,0,80,68,71,-2872,-15,,0
2016-6-20,40.3,40.85,40.3,40.6,41.77,40.78,39.78,1839,20,7,0,68,72,75,-2875,-3,,0
2016-6-21,40.6,41.1,40.45,41,41.79,40.79,39.79,1845,6,7,0,109,84,84,-2874,1,,0
2016-6-22,40.7,40.95,40.7,40.8,41.76,40.77,39.78,1843,-2,7,0,12,66,83,-2874,0,,0
2016-6-23,40.7,40.7,40.5,40.55,41.72,40.74,39.76,1838,-5,7,0,69,68,70,-2889,-15,,0
2016-6-24,40.8,40.8,39.9,39.95,41.67,40.66,39.64,1825,-13,7,0,102,72,70,-2904,-15,,0
2016-6-27,39.95,40.1,38.7,39.75,41.71,40.62,39.52,1824,-1,7,0,75,73,73,-2911,-7,,1
2016-6-28,39.1,40.3,39.1,39.95,41.72,40.61,39.49,1835,11,7,0,107,73,79,-2927,-16,,1
2016-6-29,40,40.5,39.75,39.85,41.74,40.6,39.46,1805,-30,7,0,125,96,81,-2960,-33,,1
2016-6-30,39.9,40.15,39.8,39.95,41.75,40.59,39.43,1793,-12,5,0,51,92,80,-2969,-9,,1
2016-7-1,40,40.15,39.8,40.1,41.39,40.47,39.55,1797,4,5,0,71,86,79,-2981,-12,,1
2016-7-4,40.2,41,40.2,40.75,41.25,40.43,39.61,1811,14,5,0,85,88,81,-2977,4,,1
2016-7-5,41,41,40.3,40.7,41.25,40.43,39.61,1807,-4,5,0,58,78,76,-2981,-4,,1
2016-7-6,40,40.85,40,40.2,41.2,40.39,39.59,1809,2,5,0,38,61,78,-2984,-3,,1
2016-7-7,40.2,40.6,40.2,40.2,41.13,40.36,39.58,1807,-2,5,0,60,62,77,-2986,-2,,1
2016-7-11,40.2,40.4,40.2,40.2,41.09,40.33,39.56,1816,9,5,0,58,60,73,-2994,-8,,1
2016-7-12,40.25,42.9,40.25,41.85,41.45,40.4,39.35,1807,-9,5,0,266,96,92,-2998,-4,,1
2016-7-13,41.85,42.05,41.1,41.4,41.61,40.45,39.29,1794,-13,5,0,127,110,94,-3009,-11,,1
2016-7-14,42.15,42.35,41.7,42,41.87,40.51,39.15,1784,-10,5,0,125,127,94,-3013,-4,,1
2016-7-15,42,42.55,41.7,41.7,42.04,40.57,39.1,1783,-1,5,0,157,147,105,-3032,-19,,1
2016-7-18,41.8,42.5,41.8,42.4,42.4,40.68,38.97,1784,1,5,0,176,170,115,-3039,-7,,1
2016-7-19,42.7,45,42.4,44.55,43.47,40.97,38.48,1918,134,5,0,427,202,149,-2979,60,,1
2016-7-20,44.6,45.8,44.25,44.5,44.2,41.27,38.33,1896,-22,5,0,360,249,179,-2944,35,,1
2016-7-21,44.85,45.1,43.35,44,44.65,41.52,38.39,1909,13,5,0,267,277,202,-2947,-3,,1
2016-7-22,44.15,44.5,43.9,44,45,41.78,38.56,1898,-11,5,0,187,283,215,-2954,-7,,1
2016-7-25,44.3,45.65,44.2,44.8,45.46,42.08,38.7,1899,1,5,0,290,306,238,-2921,33,,1
2016-7-26,45.45,45.45,44.2,44.2,45.7,42.34,38.98,1889,-10,5,0,154,252,227,-2934,-13,,1
2016-7-27,44.2,44.6,44,44.1,45.91,42.55,39.19,1882,-7,5,0,136,207,228,-2932,2,,1
2016-7-28,44.3,44.7,43.7,43.7,45.99,42.74,39.48,1888,6,5,0,87,171,224,-2941,-9,,1
2016-7-29,44.1,44.4,43.7,43.9,45.99,42.97,39.95,1864,-24,5,0,85,150,217,-2944,-3,,1
